url_path,views_total,views_unique
/tianocore/edk2-libc,122,81
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,118,84
/tianocore/edk2-libc/tree/master/AppPkg,44,22
/tianocore/edk2-libc/tree/master/AppPkg/Applications,41,21
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,35,21
/tianocore/edk2-libc/tree/master,24,16
/tianocore/edk2-libc/releases,19,10
/tianocore/edk2-libc/releases/tag/v3.6.8.1,18,8
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python,17,13
/tianocore/edk2-libc/tree/master/StdLib,17,13
